,Run #,Fold #,Class,Accuracy,Precision,Recall,F1 Score
1,2,5,DoS,0.092156276,0.63190186,0.092156276,0.16085371
2,2,5,MITM,0.9991056,0.9778232,0.9991056,0.98834985
3,2,5,Normal,0.58813006,0.6744186,0.58813006,0.62832564
4,2,5,Scanner,0.41741204,0.990099,0.41741204,0.5872484
5,2,5,Brute force,0.97822845,0.96046853,0.97822845,0.9692672
6,2,5,Generic,0.96928126,0.9896468,0.96928126,0.97935814
7,2,5,Exploit,0.73196185,0.6309432,0.73196185,0.67770875
8,2,5,Infection,0.9537727,0.9036451,0.9537727,0.92803246
0,3,1,Botnet,0.95348835,0.41275167,0.95348835,0.5761124
1,3,1,DoS,0.16522518,0.85362095,0.16522518,0.27686155
2,3,1,MITM,0.99791294,0.9812372,0.99791294,0.9895048
3,3,1,Normal,0.7921265,0.851555,0.7921265,0.8207664
4,3,1,Scanner,0.44437817,0.99465954,0.44437817,0.61430633
5,3,1,Brute force,0.99135363,0.97564554,0.99135363,0.9834369
6,3,1,Generic,0.9800179,0.9996958,0.9800179,0.989759
7,3,1,Exploit,0.8938581,0.78502226,0.8938581,0.83591247
8,3,1,Infection,0.952878,0.9855028,0.952878,0.9689159
0,3,2,Botnet,0.95199764,0.41684073,0.95199764,0.5798075
1,3,2,DoS,0.17089173,0.9679054,0.17089173,0.2904943
2,3,2,MITM,0.99940354,0.97839415,0.99940354,0.98878723
3,3,2,Normal,0.80918306,0.880597,0.80918306,0.843381
4,3,2,Scanner,0.4601849,0.9195471,0.4601849,0.61339694
5,3,2,Brute force,0.9698867,0.9655684,0.9698867,0.9677228
6,3,2,Generic,0.9910528,1.0,0.9910528,0.9955063
7,3,2,Exploit,0.9117209,0.80426204,0.9117209,0.8546268
8,3,2,Infection,0.9457364,0.9756998,0.9457364,0.9604845
0,3,3,Botnet,0.93975544,0.4093803,0.93975544,0.57031673
1,3,3,DoS,0.16308884,0.75656986,0.16308884,0.26833454
2,3,3,MITM,0.998807,0.9752475,0.998807,0.9868866
3,3,3,Normal,0.748062,0.8621993,0.748062,0.80108553
