,Run #,Fold #,Accuracy,Precision,Recall,F1 Score
0,1,1,0.7413309,0.67376006,0.9357681,0.78343856
0,1,2,0.390915,0.022201981,0.0050688847,0.008253444
0,1,3,0.5190408,0.5097237,0.9981284,0.67482716
0,1,4,0.9190538,0.9074458,0.93329865,0.92019063
0,1,5,0.41906682,0.4326126,0.5195737,0.47212216
0,1,6,0.61399794,0.99750423,0.22856772,0.37191498
0,1,7,0.6733429,0.6060158,0.990876,0.7520691
0,2,1,0.4417338,0.31819287,0.10197557,0.15445186
0,2,2,0.44070706,0.07284644,0.010111775,0.017758502
0,2,3,0.5193657,0.50987697,0.9997141,0.6753235
0,2,4,0.4972706,0.051282052,0.00031193136,0.0006200909
0,2,5,0.413569,0.42885265,0.5209774,0.47044736
0,2,6,0.586496,0.6864877,0.31840396,0.43503276
0,2,7,0.80781126,0.7265492,0.98715883,0.8370381
0,3,1,0.44031712,0.0070845857,0.0008578113,0.0015303283
0,3,2,0.38428646,0.0,0.0,0.0
0,3,3,0.51901484,0.50970995,0.9981544,0.67482096
0,3,4,0.9655576,0.9980257,0.93296075,0.9643971
0,3,5,0.42005458,0.43358168,0.5218872,0.47365376
0,3,6,0.5151027,0.51437974,0.54023916,0.52699244
0,3,7,0.75807124,0.67646015,0.98931634,0.8035089
0,4,1,0.7346114,0.66737753,0.9354562,0.7789984
0,4,2,0.4381336,0.09959623,0.0153886145,0.02665826
0,4,3,0.51933974,0.50986344,0.9997141,0.6753116
0,4,4,0.5,0.0,0.0,0.0
0,4,5,0.29381335,0.36176848,0.5396153,0.43314692
0,4,6,0.481856,0.4618621,0.21972966,0.29778764
0,4,7,0.70005196,0.62695897,0.98791265,0.7670959
0,5,1,0.46030673,0.088631466,0.008552118,0.01559907
0,5,2,0.2786327,0.0,0.0,0.0
0,5,3,0.63739276,0.5803231,0.9926436,0.73244274
0,5,4,0.9669093,1.0,0.9338186,0.9657768
0,5,5,0.41523266,0.4302251,0.522667,0.47196206
0,5,6,0.5631531,0.59659654,0.39004418,0.4716996
0,5,7,0.850221,0.77755344,0.98112816,0.8675585
0,6,1,0.5132441,0.52242416,0.30855212,0.38796556
0,6,2,0.481843,0.0,0.0,0.0
0,6,3,0.55148166,0.52719533,0.9979984,0.68993217
0,6,4,0.831843,0.93543214,0.7128932,0.80914026
0,6,5,0.42028853,0.43384463,0.522745,0.47416386
0,6,6,0.40304133,0.35898986,0.2468417,0.29253566
0,6,7,0.95899403,0.94067734,0.97977644,0.9598289
0,7,1,0.7418768,0.6742901,0.9357681,0.78379667
0,7,2,0.38236287,0.0,0.0,0.0
0,7,3,0.5335716,0.51740825,0.9978165,0.6814547
0,7,4,0.500013,1.0,2.599428e-05,5.1987212e-05
0,7,5,0.41961268,0.43324628,0.5217312,0.47338936
0,7,6,0.43514428,0.3718936,0.18827657,0.24999139
0,7,7,0.6386535,0.58108604,0.9936314,0.7333193
0,8,1,0.49742657,0.25970873,0.0027813881,0.005503832
0,8,2,0.34719262,0.18091516,0.08663894,0.11716732
0,8,3,0.5184429,0.50939995,0.99945414,0.67484576
0,8,4,0.49925917,0.40069687,0.0029893424,0.005934412
0,8,5,0.41987264,0.43343338,0.5217312,0.47350106
0,8,6,0.4855212,0.46810582,0.21250325,0.29230878
0,8,7,0.82754093,0.74931246,0.9844294,0.85092854
0,9,1,0.42423967,0.046522483,0.00777229,0.013319376
0,9,2,0.47626722,0.0,0.0,0.0
0,9,3,0.622654,0.5699773,0.9990382,0.72584254
0,9,4,0.49698466,0.024590164,0.00015596568,0.0003099654
0,9,5,0.4158695,0.4305189,0.5212893,0.47157586
0,9,6,0.4836626,0.4307743,0.101663634,0.16450399
0,9,7,0.6808942,0.6125323,0.9846374,0.7552388
0,10,1,0.43848452,0.036979064,0.0049129194,0.008673505
0,10,2,0.6668183,0.639952,0.7628022,0.69599766
0,10,3,0.60582274,0.5593371,0.9975305,0.7167672
0,10,4,0.5,0.0,0.0,0.0
0,10,5,0.4009618,0.42105263,0.5282038,0.46858063
0,10,6,0.63652194,0.92887473,0.29568496,0.44857642
0,10,7,0.9585651,0.9404084,0.9791786,0.95940197
