,Run #,Fold #,Class,Accuracy,Precision,Recall,F1 Score
1,9,7,Normal,0.9811818,0.99940354,0.9811818,0.9902088
0,10,1,Attack,0.97548574,0.68790823,0.97548574,0.8068379
1,10,1,Normal,0.55743945,0.95787597,0.55743945,0.7047481
0,10,2,Attack,0.93162096,0.9319434,0.93162096,0.9317821
1,10,2,Normal,0.931967,0.9316446,0.931967,0.93180573
0,10,3,Attack,0.80479103,0.98344445,0.80479103,0.8851936
1,10,3,Normal,0.986452,0.8348012,0.986452,0.9043128
0,10,4,Attack,0.85866386,0.83118623,0.85866386,0.84470165
1,10,4,Normal,0.8256055,0.85383177,0.8256055,0.8394815
0,10,5,Attack,0.9233431,0.9805529,0.9233431,0.9510885
1,10,5,Normal,0.98168755,0.92756903,0.98168755,0.9538613
0,10,6,Attack,0.8487357,0.8098697,0.8487357,0.8288474
1,10,6,Normal,0.80074525,0.8411105,0.80074525,0.8204317
0,10,7,Attack,0.99912167,0.98398346,0.99912167,0.9914948
1,10,7,Normal,0.98373705,0.9991079,0.98373705,0.99136287
