,Run #,Fold #,Class,Accuracy,Precision,Recall,F1 Score
0,5,4,Botnet,0.28780198,0.95734125,0.28780198,0.44255906
1,5,4,DoS,0.791294,0.5286853,0.791294,0.6338668
2,5,4,MITM,0.86758125,0.7834635,0.86758125,0.8233795
3,5,4,Normal,0.46465853,0.46272647,0.46465853,0.46369052
4,5,4,Scanner,0.96511626,0.9893032,0.96511626,0.9770601
5,5,4,Brute force,0.7643901,0.58104736,0.7643901,0.66022664
6,5,4,Generic,0.9460346,0.9906338,0.9460346,0.96782064
7,5,4,Exploit,0.33432746,0.35097057,0.33432746,0.34244692
8,5,4,Infection,0.7053385,0.79044116,0.7053385,0.74546885
0,5,5,Botnet,0.87473905,0.89311814,0.87473905,0.88383305
1,5,5,DoS,0.74053085,0.9405303,0.74053085,0.8286334
2,5,5,MITM,0.93559927,0.8114818,0.93559927,0.8691317
3,5,5,Normal,0.32776618,0.61706907,0.32776618,0.42812622
4,5,5,Scanner,0.97734046,0.98586464,0.97734046,0.9815841
5,5,5,Brute force,0.88875633,0.6974023,0.88875633,0.7815369
6,5,5,Generic,0.93080825,0.99680614,0.93080825,0.96267736
7,5,5,Exploit,0.52921885,0.45303726,0.52921885,0.4881738
8,5,5,Infection,0.7819863,0.66195405,0.7819863,0.7169811
