,Run #,Fold #,Class,Accuracy,Precision,Recall,F1 Score
1,9,10,Normal,0.9936,0.9976705,0.9936,0.99563104
0,10,1,Attack,0.99736,0.9913327,0.99736,0.9943372
1,10,1,Normal,0.99128,0.99734384,0.99128,0.9943027
0,10,2,Attack,0.99568,0.99607843,0.99568,0.9958792
1,10,2,Normal,0.99608,0.9956817,0.99608,0.9958808
0,10,3,Attack,0.9828,0.99635035,0.9828,0.98952883
1,10,3,Normal,0.9964,0.9830308,0.9964,0.9896703
0,10,4,Attack,0.99776,0.99212474,0.99776,0.9949344
1,10,4,Normal,0.99208,0.9977472,0.99208,0.9949055
0,10,5,Attack,0.99792,0.99720204,0.99792,0.9975609
1,10,5,Normal,0.9972,0.9979185,0.9972,0.99755913
0,10,6,Attack,0.98512,0.9954729,0.98512,0.99026936
1,10,6,Normal,0.99552,0.9852732,0.99552,0.99037004
0,10,7,Attack,0.98616,0.9961212,0.98616,0.99111557
1,10,7,Normal,0.99616,0.986297,0.99616,0.991204
0,10,8,Attack,0.96368,0.9961135,0.96368,0.9796283
1,10,8,Normal,0.99624,0.9648253,0.99624,0.98028105
0,10,9,Attack,0.99768,0.9917296,0.99768,0.9946959
1,10,9,Normal,0.99168,0.997666,0.99168,0.994664
0,10,10,Attack,0.97976,0.9963391,0.97976,0.98798
1,10,10,Normal,0.9964,0.9800913,0.9964,0.9881784
