,Run #,Fold #,Class,Accuracy,Precision,Recall,F1 Score
0,10,4,Attack,0.9992,0.99792266,0.9992,0.9985609
1,10,4,Normal,0.99792,0.999199,0.99792,0.99855906
0,10,5,Attack,0.99896,0.9987203,0.99896,0.9988401
1,10,5,Normal,0.99872,0.9989598,0.99872,0.99883986
0,10,6,Attack,0.99664,0.99975926,0.99664,0.99819726
1,10,6,Normal,0.99976,0.99665046,0.99976,0.9982028
0,10,7,Attack,0.99896,0.99832106,0.99896,0.9986404
1,10,7,Normal,0.99832,0.99895936,0.99832,0.9986395
0,10,8,Attack,0.9984,0.9994394,0.9984,0.99891937
1,10,8,Normal,0.99944,0.99840164,0.99944,0.99892056
0,10,9,Attack,0.99776,0.99776,0.99776,0.99776
1,10,9,Normal,0.99776,0.99776,0.99776,0.99776
0,10,10,Attack,0.94624,0.99957746,0.94624,0.9721777
1,10,10,Normal,0.9996,0.94896334,0.9996,0.97362375
